id,parent_id,subject,description,status,assign_to,report_to,date_created,date_assigned,due_date,rel_contact,rel_donation,rel_ticket_order,rel_account
187,479,eu eros.,"lacus. Quisque imperdiet, erat nonummy ultricies ornare, elit elit fermentum risus, at fringilla purus mauris a nunc. In at pede. Cras vulputate velit eu sem. Pellentesque ut ipsum ac mi eleifend egestas. Sed pharetra, felis eget",in_progress,1,1,10/30/21 10:45,10/31/21 15:03,11/13/21 4:37,6186,456,255,413
188,24,elit sed consequat,"habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Aliquam fringilla cursus purus. Nullam scelerisque neque sed sem egestas blandit. Nam nulla magna, malesuada vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla",in_progress,0,2,11/1/21 11:13,1/9/22 14:45,11/17/21 12:01,3755,184,197,75
189,36,"ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla.","tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit viverra. Donec tempus, lorem fringilla ornare placerat, orci lacus",completed,3,0,10/7/21 21:49,12/11/21 6:17,12/18/21 6:10,855,133,323,203
190,356,rhoncus.,"est. Nunc ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis",not_started,3,1,2/21/22 5:39,11/14/21 18:47,3/18/22 10:45,4000,408,178,135
191,48,diam luctus lobortis. Class aptent taciti sociosqu ad litora,"Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo.",completed,2,1,10/2/21 23:16,1/16/22 6:42,1/5/22 2:35,927,112,249,106
192,47,"nisl sem, consequat nec, mollis vitae,",Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy ipsum non,completed,2,2,2/2/22 6:03,10/2/21 11:13,3/31/22 7:38,136,227,164,29
193,371,Suspendisse tristique,"non leo. Vivamus nibh dolor, nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam nunc, ullamcorper eu, euismod ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed,",completed,2,2,9/29/21 16:22,10/4/21 15:53,10/24/21 22:57,1426,273,182,42
194,41,blandit. Nam nulla,"erat. Sed nunc est, mollis non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum",not_started,2,2,9/5/21 19:16,1/27/22 19:41,11/12/21 15:27,680,177,36,170
195,348,"nunc nulla vulputate dui,","orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit",not_started,0,1,9/18/21 6:43,1/19/22 12:44,12/13/21 13:19,2841,171,253,494
196,51,metus sit,orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus. Donec egestas.,not_started,2,3,12/28/21 2:23,11/27/21 18:48,10/21/21 8:44,4203,258,301,452
197,479,"non ante bibendum ullamcorper. Duis cursus, diam at pretium",sapien imperdiet ornare. In faucibus. Morbi,in_progress,2,2,1/18/22 15:01,9/14/21 23:28,12/13/21 6:54,6286,348,427,329
198,25,molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris.,"nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et,",in_progress,0,2,11/17/21 17:26,2/24/22 1:37,3/28/22 0:26,433,20,491,90
199,396,euismod enim. Etiam,"Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis.",in_progress,2,1,1/27/22 18:43,10/5/21 8:43,11/18/21 20:01,2747,352,172,100
200,24,ante. Vivamus non lorem vitae odio sagittis semper.,"Sed et libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",not_started,1,3,9/6/21 15:52,12/16/21 2:27,11/23/21 7:08,7792,275,427,473
201,102,tempor augue ac,"sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida sagittis.",in_progress,2,2,10/20/21 18:54,1/27/22 4:49,10/13/21 14:32,3653,358,244,489
202,47,felis purus ac tellus.,"volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus",in_progress,0,2,9/10/21 7:22,11/3/21 0:41,3/13/22 14:07,4292,23,136,432
203,438,"lacinia orci, consectetuer euismod est arcu",Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada fringilla,not_started,1,3,2/6/22 3:52,2/12/22 11:47,12/21/21 9:43,7483,237,37,409
204,99,"et, lacinia",ultrices iaculis odio. Nam interdum enim non nisi. Aenean eget metus. In nec orci. Donec nibh. Quisque nonummy,not_started,1,0,1/28/22 20:51,11/1/21 14:18,12/27/21 1:21,7376,13,417,325
205,107,"ut cursus luctus, ipsum","faucibus orci luctus et ultrices posuere cubilia Curae Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed congue, elit sed consequat auctor, nunc nulla vulputate dui, nec tempus mauris erat eget",in_progress,2,1,10/28/21 17:36,2/16/22 4:58,11/24/21 3:13,7081,333,465,109
206,291,Vivamus rhoncus. Donec est.,ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc,in_progress,2,2,1/19/22 18:18,1/22/22 11:55,3/13/22 14:14,1744,288,69,479
207,378,Curae Phasellus ornare. Fusce mollis.,"mi lorem, vehicula et, rutrum eu, ultrices sit amet, risus. Donec nibh enim, gravida sit amet, dapibus id, blandit at,",completed,1,2,9/14/21 1:30,9/29/21 4:52,12/30/21 3:41,5798,285,58,172
208,45,"Etiam ligula tortor,","vel, convallis in, cursus et, eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim mi",not_started,1,2,12/31/21 2:14,9/6/21 9:56,10/8/21 20:27,2356,85,190,58
209,111,"mattis semper, dui",ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae,in_progress,1,2,11/30/21 9:01,11/15/21 16:18,10/4/21 19:22,3224,336,328,310
210,344,"auctor vitae, aliquet nec, imperdiet","Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Aliquam auctor,",completed,1,2,1/9/22 13:47,12/25/21 22:23,1/7/22 6:58,4811,185,324,492
211,76,eu,"a ultricies adipiscing, enim mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at,",completed,0,3,10/28/21 9:22,1/15/22 8:53,3/28/22 23:18,4208,119,181,236
212,24,metus sit amet ante. Vivamus non,ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas iaculis,in_progress,1,2,2/12/22 13:13,11/23/21 4:32,1/13/22 3:27,7763,188,350,276
213,474,nec urna suscipit nonummy. Fusce fermentum fermentum arcu. Vestibulum,Mauris,in_progress,3,1,12/9/21 22:36,10/4/21 0:50,12/28/21 3:37,4160,346,435,238
214,63,Suspendisse,libero.,in_progress,1,2,10/30/21 21:27,2/16/22 17:13,1/7/22 18:15,2787,265,62,3
215,320,"ipsum sodales purus, in","Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare",in_progress,2,3,9/13/21 3:27,2/4/22 15:54,2/15/22 0:16,6358,22,217,148
216,407,,"felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam. Pellentesque habitant morbi",completed,1,1,10/3/21 2:31,1/5/22 23:00,3/14/22 19:11,966,482,301,13
217,383,posuere cubilia Curae Donec tincidunt. Donec,"mi tempor lorem, eget mollis lectus pede et risus. Quisque libero lacus, varius et, euismod et, commodo at, libero. Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus vulputate, nisi sem",completed,0,3,1/26/22 18:59,10/12/21 4:42,11/12/21 6:33,4789,380,309,318
218,286,"scelerisque sed, sapien. Nunc pulvinar","eu, accumsan",completed,2,2,11/15/21 19:07,9/16/21 16:44,12/26/21 4:24,7746,302,197,80
219,392,,Pellentesque tincidunt tempus,in_progress,3,0,1/6/22 7:52,1/5/22 9:25,3/23/22 12:23,6356,426,432,358
220,175,"volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula.","Sed id risus quis diam luctus lobortis. Class aptent taciti sociosqu ad litora torquent per conubia nostra, per inceptos hymenaeos. Mauris ut quam vel",in_progress,2,0,11/25/21 3:05,2/8/22 10:14,12/15/21 21:07,4489,140,437,331
221,263,leo. Cras vehicula aliquet,"Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis. Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing lobortis risus. In mi pede, nonummy ut, molestie in, tempus eu,",in_progress,2,2,11/3/21 13:45,2/12/22 1:22,2/5/22 8:07,222,400,225,155
222,389,ridiculus mus. Donec dignissim magna a,"nisi. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus",not_started,2,0,10/20/21 8:43,11/13/21 4:28,3/1/22 3:35,3409,482,268,395
223,406,nibh,"sagittis placerat. Cras dictum ultricies ligula. Nullam enim. Sed nulla ante, iaculis nec, eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc sed libero. Proin sed turpis nec mauris blandit mattis. Cras eget nisi dictum augue malesuada malesuada. Integer id magna et",completed,1,1,10/10/21 5:00,9/18/21 8:32,10/21/21 10:26,4053,234,198,452
224,472,aptent,"Donec felis orci, adipiscing non,",completed,0,3,12/9/21 5:58,12/22/21 6:03,1/23/22 12:46,7473,400,464,494
225,457,Aenean eget metus. In nec orci.,"luctus aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis a, magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam laoreet, libero et tristique pellentesque, tellus sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi",in_progress,2,0,12/24/21 9:14,11/5/21 23:00,11/29/21 23:34,7531,376,56,344
226,230,Vivamus molestie dapibus ligula. Aliquam erat,"lectus. Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo, in lobortis tellus justo sit amet nulla. Donec non justo.",completed,1,1,1/23/22 7:09,10/23/21 17:48,11/25/21 0:13,687,429,245,350
227,86,"Cras lorem lorem,",habitant morbi tristique senectus et netus et malesuada fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio,in_progress,1,0,9/27/21 23:50,12/17/21 13:50,1/24/22 7:22,5571,54,383,77
228,243,scelerisque dui. Suspendisse ac metus,"risus. Nulla eget metus eu erat semper rutrum. Fusce dolor quam,",in_progress,1,2,11/29/21 13:03,1/31/22 13:17,10/8/21 20:43,2981,384,54,346
229,25,,"et libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat.",in_progress,1,0,1/28/22 1:21,10/2/21 10:26,12/21/21 14:11,2523,274,248,376
230,27,neque sed dictum,"ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque.",in_progress,2,0,11/12/21 1:15,9/13/21 23:03,3/25/22 7:52,3359,337,335,79
231,27,scelerisque neque. Nullam,"lobortis quam a felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus",in_progress,1,3,11/20/21 6:53,10/24/21 6:57,2/8/22 18:42,3638,232,21,371
232,337,"tellus sem mollis dui, in sodales elit erat vitae",Ut tincidunt orci quis lectus.,in_progress,3,3,10/25/21 16:43,12/25/21 9:45,10/19/21 16:51,3205,381,193,498
233,375,"in aliquet lobortis, nisi","massa. Integer vitae nibh. Donec est mauris, rhoncus id, mollis nec, cursus a, enim. Suspendisse aliquet, sem ut cursus luctus, ipsum leo elementum sem, vitae aliquam eros turpis non enim. Mauris quis turpis vitae purus gravida sagittis. Duis gravida. Praesent eu nulla at sem molestie sodales.",in_progress,2,1,11/1/21 3:24,11/8/21 21:53,2/19/22 0:57,914,486,119,141
234,273,Donec luctus aliquet odio.,semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh. Donec,not_started,1,0,9/16/21 6:10,9/22/21 17:26,3/12/22 3:01,3556,76,81,332
235,285,"sed, sapien. Nunc pulvinar arcu et pede. Nunc sed","convallis, ante lectus convallis est, vitae sodales nisi magna sed dui. Fusce aliquam, enim nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis",not_started,2,2,11/20/21 21:14,10/27/21 0:27,11/13/21 12:52,5960,316,273,56
236,219,"diam. Duis mi enim, condimentum eget,",neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec,in_progress,3,1,1/23/22 12:12,11/16/21 19:25,1/19/22 8:31,7605,109,155,281
237,286,"ligula. Nullam enim. Sed nulla ante,","malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend. Cras sed leo.",completed,1,0,1/30/22 6:43,1/21/22 1:16,1/8/22 9:13,2568,39,480,68
238,71,Donec tincidunt. Donec vitae erat,"Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque",completed,3,1,10/13/21 0:31,10/28/21 4:21,3/21/22 9:42,948,293,130,452
239,194,ante ipsum primis in faucibus orci,"in molestie tortor nibh sit amet orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus",in_progress,1,3,10/23/21 20:33,1/23/22 2:18,11/13/21 17:43,2794,389,8,148
240,248,"vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus,","orci. Ut sagittis lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque. In ornare sagittis felis. Donec tempor, est ac",in_progress,1,1,12/14/21 13:32,1/26/22 13:53,12/25/21 2:02,7779,178,369,383
241,473,"et, rutrum non, hendrerit id, ante. Nunc","tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque",in_progress,1,3,10/11/21 11:35,1/7/22 3:51,11/29/21 19:33,204,249,367,379
242,42,Integer tincidunt aliquam arcu. Aliquam,dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas ligula. Nullam feugiat placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl. Maecenas malesuada,in_progress,2,1,11/20/21 8:00,10/16/21 1:06,10/8/21 14:48,43,262,313,368
243,256,"Maecenas mi felis, adipiscing fringilla, porttitor vulputate,",ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus non lorem vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean massa. Integer vitae nibh.,not_started,1,2,11/10/21 14:52,1/4/22 9:56,11/14/21 8:07,2842,262,35,322
244,237,,aliquet,in_progress,1,2,11/12/21 2:48,12/8/21 5:20,12/28/21 14:28,4364,130,276,129
245,376,"dui, nec tempus mauris erat eget","egestas. Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non,",in_progress,0,2,1/2/22 4:30,1/10/22 11:19,11/4/21 3:20,428,18,376,363
246,260,"Aliquam auctor, velit eget laoreet posuere, enim nisl",pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante. Vivamus,in_progress,1,1,2/27/22 21:14,2/28/22 7:19,10/21/21 23:28,6808,353,408,6
247,437,"auctor, nunc nulla vulputate dui, nec tempus mauris","non, cursus non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed eu eros. Nam consequat dolor vitae dolor. Donec fringilla.",not_started,0,3,10/8/21 3:51,11/12/21 20:47,1/31/22 15:24,7762,28,50,218
248,97,"ornare, facilisis eget, ipsum.",quis urna. Nunc quis arcu vel quam dignissim pharetra. Nam ac nulla. In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae Donec tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque scelerisque dui.,in_progress,0,0,11/24/21 0:37,9/15/21 17:25,12/20/21 2:00,5746,160,169,492
249,17,ultrices. Vivamus rhoncus. Donec est.,"malesuada fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae semper egestas, urna justo faucibus lectus, a sollicitudin orci sem eget massa. Suspendisse eleifend.",in_progress,2,1,2/2/22 21:41,1/11/22 16:15,12/28/21 7:17,6674,18,451,318
250,54,"ipsum dolor sit amet, consectetuer adipiscing elit.",In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices,not_started,0,1,1/28/22 16:25,11/7/21 10:13,10/7/21 0:02,6131,461,44,220
251,381,"vitae, erat. Vivamus",Cras eget nisi dictum augue malesuada malesuada. Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis dignissim tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula,in_progress,1,3,2/12/22 13:11,11/15/21 9:31,1/18/22 19:36,7040,364,89,465
252,305,fermentum,"nascetur ridiculus mus. Proin vel arcu eu odio tristique pharetra. Quisque ac libero nec ligula consectetuer rhoncus. Nullam velit dui, semper et, lacinia vitae, sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a felis ullamcorper viverra. Maecenas",completed,1,1,2/26/22 9:48,9/26/21 14:11,12/19/21 18:02,6292,410,497,66
253,181,Maecenas libero,"felis ullamcorper viverra. Maecenas iaculis aliquet diam. Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas",not_started,3,1,9/6/21 12:31,2/6/22 7:18,3/6/22 3:28,3200,218,308,429
254,332,quam. Curabitur vel lectus. Cum sociis natoque penatibus,ipsum dolor sit,in_progress,3,2,11/8/21 15:01,11/8/21 17:12,10/22/21 18:00,7411,401,151,62
255,372,libero. Proin sed turpis,Proin eget odio. Aliquam,in_progress,0,2,9/30/21 20:58,2/14/22 2:17,2/20/22 0:39,2728,176,137,258
256,165,"dictum eleifend, nunc risus varius","sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna. Suspendisse tristique neque venenatis lacus. Etiam bibendum fermentum metus. Aenean sed pede nec ante blandit",not_started,2,2,2/1/22 18:06,9/9/21 13:19,11/13/21 5:07,4014,238,262,165
257,2,"cursus. Nunc mauris elit, dictum","sapien. Cras dolor dolor, tempus non, lacinia at, iaculis quis, pede. Praesent eu dui. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Aenean",in_progress,0,1,9/4/21 22:25,9/25/21 20:42,12/25/21 7:55,7681,150,377,407
258,227,"rhoncus. Donec est. Nunc ullamcorper, velit in aliquet","tempor arcu. Vestibulum ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris",not_started,1,2,12/15/21 20:14,9/6/21 0:49,2/5/22 11:23,5351,284,432,342
259,103,aptent taciti sociosqu ad litora torquent per conubia,"Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare, libero at auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus justo eu arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim,",in_progress,0,2,9/5/21 12:20,2/12/22 15:40,2/28/22 2:39,3756,27,414,68
260,370,vitae purus gravida sagittis. Duis gravida.,"sem mollis dui, in sodales elit erat vitae risus. Duis a mi fringilla mi lacinia mattis.",not_started,1,2,9/7/21 7:32,9/14/21 2:42,3/3/22 16:17,1993,47,357,407
261,62,gravida. Praesent,"elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae, aliquet nec, imperdiet nec, leo. Morbi neque tellus, imperdiet",in_progress,2,2,1/11/22 7:16,9/28/21 18:59,11/3/21 0:40,2081,24,250,59
262,367,"Duis risus odio, auctor","primis in faucibus orci luctus et ultrices posuere cubilia Curae Phasellus ornare. Fusce mollis. Duis sit amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae, posuere at, velit. Cras lorem",not_started,1,2,11/19/21 9:49,10/30/21 14:03,2/20/22 4:37,40,488,109,42
263,237,,In tincidunt congue turpis. In condimentum. Donec at arcu. Vestibulum,not_started,0,2,1/17/22 3:05,1/8/22 7:47,10/13/21 10:54,7935,167,228,43
264,168,Suspendisse commodo tincidunt nibh. Phasellus nulla.,"nunc nulla vulputate dui, nec tempus mauris erat eget ipsum. Suspendisse sagittis. Nullam vitae diam. Proin dolor. Nulla semper tellus id nunc interdum feugiat. Sed nec metus facilisis lorem tristique aliquet. Phasellus",completed,0,1,11/15/21 21:37,9/3/21 16:18,3/19/22 23:04,1525,7,120,470
265,176,"nonummy ac, feugiat non, lobortis quis, pede. Suspendisse dui.","vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas",completed,1,1,10/26/21 3:30,11/29/21 8:02,2/4/22 9:48,2817,453,6,67
266,447,egestas. Aliquam nec enim. Nunc ut erat. Sed nunc,"porttitor eros nec tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec, diam. Duis mi enim, condimentum eget, volutpat ornare, facilisis eget, ipsum. Donec sollicitudin adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque penatibus et magnis dis parturient",in_progress,2,1,12/1/21 23:07,11/11/21 21:28,11/22/21 20:34,4586,378,404,254
267,172,urna.,"ut eros non enim commodo hendrerit. Donec porttitor tellus non magna. Nam ligula elit, pretium et, rutrum non, hendrerit id, ante. Nunc mauris sapien, cursus in, hendrerit consectetuer, cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt orci quis lectus. Nullam",not_started,2,2,10/11/21 21:09,11/28/21 5:29,11/20/21 6:49,3788,337,254,127
268,167,"dolor sit amet, consectetuer adipiscing",vehicula risus. Nulla eget metus eu erat semper rutrum.,not_started,2,1,2/11/22 15:57,2/18/22 9:21,1/1/22 19:39,3403,178,170,445
269,355,"ligula elit, pretium et, rutrum non, hendrerit id, ante.","ullamcorper, velit in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est arcu ac orci. Ut semper pretium neque. Morbi quis urna. Nunc quis arcu",completed,0,2,11/25/21 18:58,10/20/21 14:08,12/6/21 4:07,3692,1,224,237
270,382,"nec, imperdiet nec, leo. Morbi neque tellus, imperdiet non,","non sapien molestie orci tincidunt adipiscing. Mauris molestie pharetra nibh. Aliquam ornare,",in_progress,2,3,12/27/21 1:43,11/23/21 18:13,11/14/21 14:36,6672,268,77,369
271,410,tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi,"ac, fermentum vel, mauris. Integer sem elit, pharetra ut, pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi. Aliquam gravida",not_started,2,1,11/28/21 20:31,10/13/21 20:12,2/3/22 11:11,6106,63,71,265
272,282,est,fames ac turpis egestas. Fusce aliquet magna a neque. Nullam ut nisi a odio semper cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam interdum enim non nisi. Aenean,in_progress,0,1,11/24/21 0:12,11/25/21 3:24,2/6/22 3:56,6746,104,193,174
273,125,diam at pretium,"Sed pharetra, felis eget varius ultrices, mauris ipsum porta elit, a feugiat tellus lorem eu metus. In lorem. Donec elementum, lorem ut aliquam iaculis, lacus pede sagittis augue, eu tempor erat neque non quam.",completed,0,2,9/4/21 0:22,1/27/22 15:30,3/28/22 17:11,722,456,49,85
274,462,orci quis,"sagittis. Duis gravida. Praesent eu nulla at sem molestie sodales. Mauris blandit enim consequat purus. Maecenas libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus at augue id ante dictum cursus. Nunc mauris elit, dictum eu, eleifend nec, malesuada ut, sem.",not_started,0,0,11/27/21 16:40,12/24/21 3:26,12/19/21 13:01,182,103,82,287
275,272,condimentum. Donec,"dui, semper et, lacinia vitae, sodales at, velit. Pellentesque ultricies dignissim lacus. Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna. Nullam lobortis quam a",in_progress,2,1,12/15/21 14:29,9/8/21 2:05,1/16/22 0:38,6734,171,33,227
276,201,risus. Nulla eget metus eu erat semper rutrum.,"est ac mattis semper, dui lectus rutrum urna, nec luctus felis purus ac tellus. Suspendisse sed dolor. Fusce",not_started,2,2,2/8/22 21:31,10/23/21 10:41,10/8/21 18:01,4086,24,174,416
